State,Year,Abortion_Rate_Occurence,Abortion_Rate_Residence,Number_Abortions_Residence,Number_Abortions_Occurence,Number_of_Clinics,Percent_Counties_No_Clinic,Percent_Women_Without_Clinic,Percent_Change_Abortion_Rate_Occurence,Percent_Change_Providers,Percent_Change_Clinics,Percent_US_Abortions_Occurence,Percent_Counties_No_Provider,Percent_Women_Medicaid,Percent_Women_Private_Insurance,Percent_Women_Without_Provider,Percent_Women_Uninsured,Change_in_Providers,Change_in_Clinics,Number_Providers,Number_Fed_Funded_Abortions,Number_State_Funded_Abortions,Pop_Est_All_Women,Fed_Exp_for_Abortions_1000s,State_Exp_for_Abortions_1000s,Total_Public_Funded_Abortions,Total_Number_Women,Total_Exp_For_Abortions_1000s,Perc_w_Bachelors,Infant_Mortality,Total_Population,Per_Poverty
Virginia,1978,24.2,27.5,34500.0,30370.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1979,24.4,26.9,34600.0,31380.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1980,24.2,26.8,35200.0,31760.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1981,26.8,29.5,39440.0,35760.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1982,25.7,28.3,38500.0,34880.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1984,22.6,25.0,34970.0,31670.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1985,24.0,26.4,37470.0,34180.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1987,23.3,26.4,38860.0,34410.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1988,23.7,27.0,40240.0,35420.0,73.0,79.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,1991,22.7,24.7,38220.0,35170.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,10.3,,
Virginia,1992,22.6,24.6,38130.0,35020.0,64.0,75.0,43.0,,,,,,,,,,,,,,,,,,,,,,10.2,,
Virginia,1995,20.1,,,31480.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,9.7,,
Virginia,1996,19.0,20.6,32450.0,29940.0,57.0,79.0,48.0,,,,,,,,,,,,,,,,,,,,,,9.1,,
Virginia,1999,18.3,19.5,30910.0,28960.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,7.5,,0.096
Virginia,2000,18.1,19.3,30690.0,28780.0,46.0,84.0,47.0,,,,,,,,,,,,,,,,,,,,,0.295,7.7,7105817.0,
Virginia,2004,16.5,18.9,30170.0,26340.0,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7475575.0,
Virginia,2005,16.5,18.9,30590.0,26520.0,46.0,86.0,57.0,,,,,,,,,,,,,,,,,,,,,,7.7,7577105.0,
Virginia,2007,18.3,20.2,32750.0,29800.0,,,,,,,,,,,,,,,,,,,,,,,,,7.3,7751000.0,
Virginia,2008,17.3,19.1,31360.0,28520.0,40.0,85.0,54.0,,,,,,,,,,,,,,,,,,,,,,7.0,7833496.0,
Virginia,2010,16.7,,,27660.0,,,,,,,,,,,,,,,,2.0,,,1.0,,2.0,,1.0,,7.3,8025206.0,
Virginia,2011,16.3,13.7,29162.0,27110.0,35.0,89.0,59.0,-23.0,-3.0,-14.0,,,,,,,-1.0,-3.0,,,,,,,,,,,7.0,8107548.0,
Virginia,2013,15.4,12.8,29858.0,25890.0,,,,,,,,,,,,,,,,,,,,,,,,0.376,6.8,8261689.0,0.11199999999999999
Virginia,2013,15.4,12.8,29858.0,25890.0,,,,,,,,,,,,,,,,,,,,,,,,0.376,6.8,8261689.0,0.11199999999999999
Virginia,2013,15.4,12.8,29858.0,25890.0,,,,,,,,,,,,,,,,,,,,,,,,0.376,6.8,8261689.0,0.11199999999999999
Virginia,2014,12.5,15.0,24590.0,21080.0,34.0,88.0,53.0,,,,2.3,88.0,,,53.0,,,,34.0,,,1787420.0,,,,1684734.0,,,5.8,8316902.0,
Washington,1973,21.8,,,17270.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1974,24.3,,,19910.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1975,24.7,,,20890.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1976,26.2,,,22920.0,95.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1977,34.6,,,31310.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1978,37.0,38.4,31440.0,34490.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1979,37.0,33.9,32540.0,35580.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1980,37.5,35.1,34710.0,37030.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1981,34.8,32.8,33270.0,35250.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1982,32.9,31.0,32140.0,34130.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1984,27.2,26.6,28810.0,29510.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1985,28.0,27.4,30370.0,30990.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1987,26.9,26.2,29120.0,29840.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1988,27.6,27.3,30890.0,31220.0,68.0,64.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
Washington,1991,27.6,27.9,33010.0,32640.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,
Washington,1992,27.7,28.0,33620.0,33190.0,65.0,72.0,19.0,,,,,,,,,,,,,,,,,,,,,,9.1,,
Washington,1995,20.1,,,25190.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,7.1,,
Washington,1996,20.9,21.3,26960.0,26340.0,57.0,69.0,15.0,,,,,,,,,,,,,,,,,,,,,,6.6,,
Washington,1999,20.4,21.2,27350.0,26390.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0.106
Washington,2000,20.2,20.8,26970.0,26200.0,53.0,74.0,17.0,,,,,,,,,,,,,,,,,,,,,0.277,5.7,5910512.0,
Washington,2004,18.2,18.3,24270.0,24060.0,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6178645.0,
Washington,2005,17.5,18.1,23680.0,23260.0,49.0,67.0,14.0,,,,,,,,,,,,,,,,,,,,,,5.2,6257305.0,
Washington,2007,18.7,18.8,25030.0,24860.0,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6461587.0,
Washington,2008,18.1,18.4,24670.0,24320.0,50.0,56.0,11.0,,,,,,,,,,,,,,,,,,,,,,4.8,6562231.0,
Washington,2010,16.4,,,22240.0,,,,,,,,,,,,,,,,,14236.0,,,6205.0,14236.0,,6205.0,,5.1,6741386.0,
Washington,2011,16.0,16.0,21828.0,21880.0,45.0,64.0,13.0,-14.0,11.0,3.0,,,,,,,5.0,1.0,,,,,,,,,,,5.2,6819155.0,
Washington,2013,13.8,17.8,19104.0,19190.0,,,,,,,,,,,,,,,,,,,,,,,,0.345,4.5,6963410.0,0.122
Washington,2013,13.8,17.8,19104.0,19190.0,,,,,,,,,,,,,,,,,,,,,,,,0.345,4.5,6963410.0,0.122
Washington,2013,13.8,17.8,19104.0,19190.0,,,,,,,,,,,,,,,,,,,,,,,,0.345,4.5,6963410.0,0.122
Washington,2014,13.7,14.0,19150.0,19230.0,50.0,94.0,15.0,,,,2.1,94.0,,,15.0,,,,50.0,,,1485080.0,,,,1400424.0,,,4.5,7046931.0,
West Virginia,1973,0.1,,,50.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1974,0.1,,,30.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1975,0.3,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1976,2.4,,,970.0,7.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1977,5.5,,,2230.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1978,6.8,15.4,6170.0,2840.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1979,7.3,13.0,5550.0,3100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1980,6.9,12.7,5490.0,3000.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1981,7.1,12.1,5270.0,3100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1982,7.7,12.1,5350.0,3420.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1984,10.4,12.3,5520.0,4680.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1985,10.1,11.4,5200.0,4590.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1987,6.8,9.7,4240.0,2990.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1988,7.5,11.1,4800.0,3270.0,6.0,95.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia,1991,6.4,9.1,3680.0,2590.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,9.4,,
West Virginia,1992,7.8,11.1,4460.0,3140.0,5.0,96.0,83.0,,,,,,,,,,,,,,,,,,,,,,9.2,,
West Virginia,1995,7.7,,,3050.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,8.7,,
West Virginia,1996,6.6,8.6,3400.0,2610.0,4.0,96.0,84.0,,,,,,,,,,,,,,,,,,,,,,8.9,,
West Virginia,1999,6.6,7.4,2800.0,2510.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,8.7,,0.179
West Virginia,2000,6.8,7.9,2930.0,2540.0,3.0,96.0,83.0,,,,,,,,,,,,,,,,,,,,,0.14800000000000002,8.8,1807021.0,
West Virginia,2004,6.8,7.7,2760.0,2420.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1816438.0,
West Virginia,2005,6.7,7.7,2700.0,2360.0,4.0,96.0,84.0,,,,,,,,,,,,,,,,,,,,,,8.1,1820492.0,
West Virginia,2007,6.4,8.8,3070.0,2230.0,,,,,,,,,,,,,,,,,,,,,,,,,7.9,1834052.0,
West Virginia,2008,6.6,7.8,2680.0,2280.0,4.0,96.0,84.0,,,,,,,,,,,,,,,,,,,,,,7.6,1840310.0,
West Virginia,2010,7.4,,,2540.0,,,,,,,,,,,,,,,,,1111.0,,,335.0,1111.0,,335.0,,7.6,1854315.0,
West Virginia,2011,7.0,7.9,3315.0,2390.0,4.0,96.0,82.0,-14.0,25.0,,,,,,,,1.0,,,,,,,,,,,,7.7,1854891.0,
West Virginia,2013,6.1,13.8,2282.0,2070.0,,,,,,,,,,,,,,,,,,,,,,,,0.199,7.0,1852333.0,0.17800000000000002
West Virginia,2013,6.1,13.8,2282.0,2070.0,,,,,,,,,,,,,,,,,,,,,,,,0.199,7.0,1852333.0,0.17800000000000002
West Virginia,2013,6.1,13.8,2282.0,2070.0,,,,,,,,,,,,,,,,,,,,,,,,0.199,7.0,1852333.0,0.17800000000000002
West Virginia,2014,6.0,7.0,2280.0,2020.0,5.0,95.0,76.0,,,,0.2,95.0,,,76.0,,,,5.0,,,358140.0,,,,336395.0,,,7.0,1847624.0,
Wisconsin,1973,8.6,,,8160.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1974,11.1,,,10730.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1975,11.5,,,11310.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1976,14.4,,,14450.0,20.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1977,15.7,,,16140.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1978,16.7,15.9,16510.0,17510.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1979,19.0,19.9,21280.0,20240.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1980,20.1,20.9,22720.0,21790.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1981,19.5,20.6,22570.0,21360.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1982,18.5,19.5,21510.0,20380.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1984,16.6,16.5,18550.0,18640.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1985,15.7,15.7,17740.0,17830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1987,16.3,16.7,18770.0,18330.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1988,16.0,16.5,18580.0,18040.0,17.0,92.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1991,13.6,14.3,16290.0,15510.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,8.5,,
Wisconsin,1992,13.5,14.3,16280.0,15450.0,16.0,93.0,61.0,,,,,,,,,,,,,,,,,,,,,,8.7,,
Wisconsin,1995,11.4,,,13300.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,7.8,,
Wisconsin,1996,12.1,12.8,14980.0,14160.0,11.0,93.0,62.0,,,,,,,,,,,,,,,,,,,,,,7.5,,
Wisconsin,1999,9.9,10.9,12670.0,11430.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.087
Wisconsin,2000,9.6,10.7,12450.0,11130.0,10.0,93.0,62.0,,,,,,,,,,,,,,,,,,,,,0.224,6.9,5373999.0,
Wisconsin,2004,8.5,9.5,11000.0,9870.0,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5514026.0,
Wisconsin,2005,8.5,9.6,10920.0,9800.0,9.0,93.0,63.0,,,,,,,,,,,,,,,,,,,,,,6.8,5546166.0,
Wisconsin,2007,7.4,8.8,9870.0,8270.0,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5610775.0,
Wisconsin,2008,7.4,8.7,9660.0,8230.0,9.0,93.0,63.0,,,,,,,,,,,,,,,,,,,,,,6.5,5640996.0,
Wisconsin,2010,7.4,,,8080.0,,,,,,,,,,,,,,,,,,,,,,,,,6.7,5690403.0,
Wisconsin,2011,7.0,9.7,8658.0,7640.0,8.0,93.0,60.0,-21.0,-13.0,,,,,,,,-1.0,,,,,,,,,,,,6.5,5705812.0,
Wisconsin,2013,5.9,6.7,7508.0,6410.0,,,,,,,,,,,,,,,,,,,,,,,,0.29,6.1,5736673.0,0.12300000000000001
Wisconsin,2013,5.9,6.7,7508.0,6410.0,,,,,,,,,,,,,,,,,,,,,,,,0.29,6.1,5736673.0,0.12300000000000001
Wisconsin,2013,5.9,6.7,7508.0,6410.0,,,,,,,,,,,,,,,,,,,,,,,,0.29,6.1,5736673.0,0.12300000000000001
Wisconsin,2014,5.6,7.0,7430.0,6050.0,7.0,94.0,65.0,,,,0.7,94.0,,,65.0,,,,7.0,,,1160950.0,,,,1088091.0,,,5.7,5751272.0,
Wyoming,1973,2.2,,,180.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1974,3.7,,,320.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1975,5.9,,,530.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1976,6.0,,,570.0,6.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1977,9.2,,,910.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1978,10.3,20.6,2040.0,1070.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1979,9.4,19.2,2080.0,1020.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1980,9.5,20.0,2260.0,1070.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1981,8.1,20.7,2420.0,950.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1982,8.4,19.3,2350.0,1020.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1984,8.1,16.3,2130.0,1060.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1985,7.9,16.2,2190.0,1070.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1987,5.7,11.8,1400.0,680.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1988,5.1,11.6,1370.0,600.0,7.0,83.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,
Wyoming,1991,5.0,13.9,1450.0,520.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,
Wyoming,1992,4.4,13.2,1390.0,460.0,5.0,87.0,75.0,,,,,,,,,,,,,,,,,,,,,,9.2,,
Wyoming,1995,2.6,,,280.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,8.4,,
Wyoming,1996,2.6,15.0,1630.0,280.0,4.0,87.0,75.0,,,,,,,,,,,,,,,,,,,,,,8.4,,
Wyoming,1999,2.1,16.8,1770.0,220.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,5.8,,0.114
Wyoming,2000,1.0,19.9,2090.0,100.0,3.0,91.0,88.0,,,,,,,,,,,,,,,,,,,,,0.219,6.5,494300.0,
Wyoming,2004,0.8,10.8,1110.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,7.7,509106.0,
Wyoming,2005,0.7,12.2,1220.0,70.0,2.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,7.0,514157.0,
Wyoming,2007,0.9,11.5,1170.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,5.9,534876.0,
Wyoming,2008,0.9,10.2,1060.0,90.0,3.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,5.1,546043.0,
Wyoming,2010,0.8,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,7.2,564376.0,
Wyoming,2011,1.1,9.9,1061.0,120.0,3.0,96.0,96.0,-4.0,,,,,,,,,,,,,,,,,,,,,6.5,567602.0,
Wyoming,2013,1.3,6.9,822.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,0.267,6.7,582341.0,0.111
Wyoming,2013,1.3,6.9,822.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,0.267,6.7,582341.0,0.111
Wyoming,2013,1.3,6.9,822.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,0.267,6.7,582341.0,0.111
Wyoming,2014,1.1,8.0,850.0,120.0,3.0,96.0,96.0,,,,,96.0,,,96.0,,,,3.0,,,117890.0,,,,110835.0,,,6.4,583334.0,
Alabama,2015,,,,,,,,,,,,,20.0,64.0,,13.0,,,,,,,,,,,,,8.3,4850858.0,
Alaska,2015,,,,,,,,,,,,,17.0,63.0,,15.0,,,,,,,,,,,,,6.9,737979.0,
Arizona,2015,,,,,,,,,,,,,19.0,51.0,,17.0,,,,,,,,,,,,,5.5,6802262.0,
Arkansas,2015,,,,,,,,,,,,,25.0,58.0,,14.0,,,,,,,,,,,,,7.5,2975626.0,
California,2015,,,,,,,,,,,,,23.0,60.0,,14.0,,,,,,,,,,,,,4.4,39032444.0,
Colorado,2015,,,,,,,,,,,,,27.0,60.0,,11.0,,,,,,,,,,,,,4.6,5440445.0,
Connecticut,2015,,,,,,,,,,,,,20.0,65.0,,10.0,,,,,,,,,,,,,5.6,3593862.0,
Delaware,2015,,,,,,,,,,,,,22.0,68.0,,8.0,,,,,,,,,,,,,9.0,944107.0,
District of Columbia,2015,,,,,,,,,,,,,24.0,64.0,,8.0,,,,,,,,,,,,,,672736.0,
Florida,2015,,,,,,,,,,,,,22.0,73.0,,3.0,,,,,,,,,,,,,6.2,20268567.0,
Georgia,2015,,,,,,,,,,,,,17.0,61.0,,19.0,,,,,,,,,,,,,7.8,10199533.0,
Hawaii,2015,,,,,,,,,,,,,14.0,63.0,,20.0,,,,,,,,,,,,,5.9,1426320.0,
Idaho,2015,,,,,,,,,,,,,16.0,66.0,,5.0,,,,,,,,,,,,,4.6,1649324.0,
Illinois,2015,,,,,,,,,,,,,14.0,66.0,,16.0,,,,,,,,,,,,,6.0,12862051.0,
Indiana,2015,,,,,,,,,,,,,22.0,67.0,,9.0,,,,,,,,,,,,,7.3,6610596.0,
Iowa,2015,,,,,,,,,,,,,17.0,67.0,,14.0,,,,,,,,,,,,,4.2,3118473.0,
Kansas,2015,,,,,,,,,,,,,19.0,72.0,,7.0,,,,,,,,,,,,,5.9,2905789.0,
Kentucky,2015,,,,,,,,,,,,,10.0,71.0,,14.0,,,,,,,,,,,,,6.7,4422057.0,
Louisiana,2015,,,,,,,,,,,,,29.0,60.0,,8.0,,,,,,,,,,,,,7.7,4671211.0,
Maine,2015,,,,,,,,,,,,,19.0,60.0,,18.0,,,,,,,,,,,,,6.6,1327787.0,
Maryland,2015,,,,,,,,,,,,,21.0,66.0,,12.0,,,,,,,,,,,,,6.7,6000561.0,
Massachusetts,2015,,,,,,,,,,,,,18.0,70.0,,9.0,,,,,,,,,,,,,4.3,6794002.0,
Michigan,2015,,,,,,,,,,,,,26.0,70.0,,3.0,,,,,,,,,,,,,6.6,9918170.0,
Minnesota,2015,,,,,,,,,,,,,25.0,65.0,,8.0,,,,,,,,,,,,,5.2,5483238.0,
Mississippi,2015,,,,,,,,,,,,,21.0,72.0,,6.0,,,,,,,,,,,,,9.3,2985297.0,
Missouri,2015,,,,,,,,,,,,,21.0,57.0,,18.0,,,,,,,,,,,,,6.5,6072640.0,
Montana,2015,,,,,,,,,,,,,13.0,70.0,,14.0,,,,,,,,,,,,,6.0,1028317.0,
Nebraska,2015,,,,,,,,,,,,,14.0,66.0,,16.0,,,,,,,,,,,,,5.7,1893564.0,
Nevada,2015,,,,,,,,,,,,,11.0,74.0,,12.0,,,,,,,,,,,,,5.2,2883057.0,
New Hampshire,2015,,,,,,,,,,,,,19.0,61.0,,17.0,,,,,,,,,,,,,4.2,1330134.0,
New Jersey,2015,,,,,,,,,,,,,13.0,76.0,,9.0,,,,,,,,,,,,,4.7,8960001.0,
New Mexico,2015,,,,,,,,,,,,,18.0,69.0,,12.0,,,,,,,,,,,,,5.1,2082264.0,
New York,2015,,,,,,,,,,,,,36.0,46.0,,15.0,,,,,,,,,,,,,4.6,19819347.0,
North Carolina,2015,,,,,,,,,,,,,26.0,64.0,,9.0,,,,,,,,,,,,,7.3,10041769.0,
North Dakota,2015,,,,,,,,,,,,,17.0,62.0,,16.0,,,,,,,,,,,,,7.2,754859.0,
Ohio,2015,,,,,,,,,,,,,11.0,75.0,,9.0,,,,,,,,,,,,,7.2,11606027.0,
Oklahoma,2015,,,,,,,,,,,,,25.0,65.0,,8.0,,,,,,,,,,,,,7.3,3904353.0,
Oregon,2015,,,,,,,,,,,,,15.0,60.0,,21.0,,,,,,,,,,,,,5.1,4016537.0,
Pennsylvania,2015,,,,,,,,,,,,,26.0,63.0,,9.0,,,,,,,,,,,,,6.1,12791124.0,
Rhode Island,2015,,,,,,,,,,,,,20.0,70.0,,8.0,,,,,,,,,,,,,5.6,1055916.0,
South Carolina,2015,,,,,,,,,,,,,26.0,66.0,,6.0,,,,,,,,,,,,,7.0,4892423.0,
South Dakota,2015,,,,,,,,,,,,,19.0,62.0,,15.0,,,,,,,,,,,,,7.3,854036.0,
Tennessee,2015,,,,,,,,,,,,,13.0,67.0,,16.0,,,,,,,,,,,,,7.0,6590726.0,
Texas,2015,,,,,,,,,,,,,21.0,62.0,,13.0,,,,,,,,,,,,,5.7,27454880.0,
Utah,2015,,,,,,,,,,,,,12.0,61.0,,24.0,,,,,,,,,,,,,5.1,2984917.0,
Vermont,2015,,,,,,,,,,,,,8.0,76.0,,14.0,,,,,,,,,,,,,4.6,624455.0,
Virginia,2015,,,,,,,,,,,,,27.0,66.0,,5.0,,,,,,,,,,,,,5.9,8366767.0,
Washington,2015,,,,,,,,,,,,,11.0,68.0,,12.0,,,,,,,,,,,,,4.9,7152818.0,
West Virginia,2015,,,,,,,,,,,,,22.0,64.0,,9.0,,,,,,,,,,,,,7.2,1839767.0,
Wisconsin,2015,,,,,,,,,,,,,32.0,59.0,,7.0,,,,,,,,,,,,,5.8,5759744.0,
Wyoming,2015,,,,,,,,,,,,,19.0,73.0,,7.0,,,,,,,,,,,,,5.0,586102.0,
Alabama,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217,8.8,4628981.0,0.171
Alaska,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,5.7,675302.0,0.095
Arizona,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,6.8,6029141.0,0.153
Arkansas,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.191,8.1,2821761.0,0.18
California,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,5.1,36021202.0,0.13699999999999998
Colorado,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,6.5,4720423.0,0.122
Connecticut,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35200000000000004,5.5,3517460.0,0.092
Delaware,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,7.6,859268.0,0.11
District of Columbia,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4920000000000001,10.3,570681.0,0.185
Florida,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,7.1,18166990.0,0.138
Georgia,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,8.1,9155813.0,0.157
Hawaii,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,6.0,1309731.0,0.096
Idaho,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,6.7,1468669.0,0.136
Illinois,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303,7.0,12643955.0,0.126
Indiana,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,8.0,6332669.0,0.135
Iowa,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,5.2,2982644.0,0.11599999999999999
Kansas,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293,7.1,2762931.0,0.124
Kentucky,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,6.4,4219239.0,0.177
Louisiana,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,9.9,4302665.0,0.18100000000000002
Maine,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,6.3,1323619.0,0.126
Maryland,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35700000000000004,8.4,5627367.0,0.086
Massachusetts,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,4.7,6410084.0,0.105
Michigan,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7.8,10036081.0,0.14800000000000002
Minnesota,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314,5.1,5163555.0,0.106
Mississippi,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,10.1,2904978.0,0.212
Missouri,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7.3,5842704.0,0.14
Montana,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,5.3,952692.0,0.145
Nebraska,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,6.2,1772693.0,0.11800000000000001
Nevada,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,6.1,2522658.0,0.11900000000000001
New Hampshire,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329,5.6,1308389.0,0.078
New Jersey,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34600000000000003,5.1,8661679.0,0.091
